Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Population, male",SP.POP.TOTL.MA.IN,Argentina,ARG,16124939,16360591,16590383,16817862,17047925,17276672,17497969,17713813,17924760,18134666,18343798,18547830,18747966,18943790,19139877,19341994,19547820,19750275,19959757,20181322,20404978,20631650,20854403,21075385,21305701,21537702,21752905,21953153,22142786,22307714,22419484,22478115,22527129,22596984,22680713,22763219
"Population, male",SP.POP.TOTL.MA.IN,Brazil,BRA,74332633,75601836,76851449,78081674,79285303,80487831,81688609,82884670,84099364,85304528,86454826,87555739,88614174,89629542,90610756,91571959,92509047,93412519,94272742,95081284,95844360,96587069,97333272,98085091,98839567,99587454,100309738,101001719,101654523,102280732,102844473,103236465,103548935,103913061,104295118,104657408
"Population, male",SP.POP.TOTL.MA.IN,Canada,CAN,13723253,13894281,14053053,14200363,14352168,14497158,14648447,14796996,14920341,15042362,15188055,15360826,15532792,15674662,15822784,15975662,16139677,16296084,16472578,16661983,16848382,17016358,17208263,17397233,17575548,17709821,17912345,18132886,18404527,18684549,18893273,18998959,19346366,19888010,20489699,20681413
"Population, male",SP.POP.TOTL.MA.IN,China,CHN,578352840,586507148,593915998,600951517,607940432,614729283,621344315,627871814,634060140,639715135,644931057,649783015,654286852,658502230,662546994,666566056,670397796,674017492,677590179,681059114,684433912,688232696,692938430,697569984,701947368,705965479,709903858,714009290,717099161,719412319,720786535,721006989,720456300,719169536,717753173,716046014
"Population, male",SP.POP.TOTL.MA.IN,Chile,CHL,6689387,6801566,6911900,7019948,7126034,7230587,7333069,7431499,7528225,7622824,7713694,7802404,7887814,7969843,8050167,8129901,8209190,8289657,8372794,8457837,8543399,8628448,8712256,8796396,8885067,8976465,9085689,9230995,9397629,9549157,9633238,9672367,9717972,9770154,9823449,9871188
"Population, male",SP.POP.TOTL.MA.IN,Colombia,COL,16197632,16515771,16834498,17162346,17493607,17821401,18140058,18458959,18784170,19104954,19411115,19708939,20005151,20301319,20595401,20880218,21153219,21416887,21670024,21918269,22163441,22396798,22616962,22827016,23026431,23221563,23448707,23789069,24229130,24664044,25013101,25273270,25533693,25818556,26095271,26358472
"Population, male",SP.POP.TOTL.MA.IN,France,FRA,28313899,28451028,28586255,28700381,28796037,28888377,28981750,29077043,29201902,29366133,29552867,29755132,29959666,30161243,30370620,30584787,30796512,30993290,31167182,31328695,31487956,31639565,31793390,31961757,32107190,32205870,32293424,32396242,32514459,32632722,32745186,32868819,33041107,33139419,33232759,33315956
"Population, male",SP.POP.TOTL.MA.IN,Germany,DEU,38345535,38703110,39099256,39431574,39587975,39725382,39865113,39878878,39887197,39967258,40012676,40080182,40155137,40165960,40148878,40097557,40098225,40127064,40059906,39928618,39844741,39148009,39307033,39505086,39731726,40209411,40638749,40801842,40935223,41031295,41060242,41072019,41063119,41123242,41241620,41229442
"Population, male",SP.POP.TOTL.MA.IN,India,IND,447021579,456777992,466595269,476502894,486384161,496344700,506445347,516593457,526785191,536988171,547253435,557645082,567873061,577829968,587765466,597426194,606815988,615977570,624851766,633887204,643098086,652190185,661116668,669876677,678266110,686298737,694417091,702419096,710050159,717351064,724175467,729924103,735531456,741883264,748323427,754775449
"Population, male",SP.POP.TOTL.MA.IN,Japan,JPN,60937748,61164619,61371225,61549791,61702062,61827390,61948183,62075148,62220021,62307703,62386184,62508467,62622176,62722148,62707798,62675164,62677599,62716772,62713467,62671554,62649708,62512793,62402451,62301670,62208573,62138522,62105698,62049687,61966362,61875900,61682937,61380214,61088674,60771087,60480020,60151475
"Population, male",SP.POP.TOTL.MA.IN,"Korea, Rep.",KOR,21781913,22016794,22258117,22501078,22747545,22996303,23227749,23450911,23626023,23802243,24010410,24188087,24306978,24413705,24492190,24524772,24636227,24747386,24923739,25041620,25153809,25305966,25372267,25422026,25517037,25592311,25658061,25713287,25808281,25881248,25892321,25836875,25785791,25813829,25830846,25783559
"Population, male",SP.POP.TOTL.MA.IN,Mexico,MEX,40708293,41467588,42230207,42988986,43745359,44501336,45251829,45992041,46725287,47451338,48159842,48864354,49572979,50272289,50965177,51659736,52368084,53118785,53910982,54714736,55513195,56305075,57066319,57796257,58476336,59066012,59593139,60107325,60641037,61184489,61635476,61979793,62401721,62926132,63459580,63982817
"Population, male",SP.POP.TOTL.MA.IN,Denmark,DNK,2533516,2540476,2549582,2559074,2568446,2582802,2598547,2610240,2620494,2629757,2639215,2649233,2658273,2666242,2673672,2681552,2691261,2704663,2722326,2737594,2749827,2761538,2772660,2785446,2801573,2824417,2848991,2868222,2882655,2892868,2900774,2913810,2935909,2955957,2970888,2987146
"Population, male",SP.POP.TOTL.MA.IN,Russian Federation,RUS,69314335,69554756,69645972,69624609,69618289,69585716,69436306,69289805,69151136,68897608,68540677,68152942,67734802,67325398,66941152,66568279,66253963,66087089,66030180,66039084,66076427,66178525,66380492,66617027,66848165,67059951,67265601,67430370,67507252,67542778,67452297,67241043,67006593,66785451,66670932,66553257
"Population, male",SP.POP.TOTL.MA.IN,Spain,ESP,19068162,19112534,19208104,19310711,19405118,19492226,19574129,19657311,19741103,19823612,19914814,20055119,20359794,20765105,21162239,21560238,21952718,22389510,22771075,22967319,23052739,23111849,23097470,22981049,22885319,22850656,22852275,22891035,22983377,23144075,23260046,23299623,23464878,23740928,23982590,24226170
"Population, male",SP.POP.TOTL.MA.IN,Turkiye,TUR,28265597,28756234,29239537,29737151,30247842,30733422,31184009,31622988,32052928,32472315,32880645,33280970,33672826,34053750,34423143,34780073,35125774,35168809,35619832,36134689,36708205,37253203,37715913,38190305,38697460,39205598,39724020,40229820,40765876,41335957,41714021,42065122,42453487,42606561,42685629,42846961
"Population, male",SP.POP.TOTL.MA.IN,United Kingdom,GBR,27606153,27686519,27796319,27899750,27973294,28058028,28143586,28227253,28320210,28428194,28548939,28682562,28826723,28981945,29166834,29386494,29624501,29881244,30143152,30395758,30663244,30931756,31173051,31401967,31660496,31919378,32204678,32399687,32571552,32755550,32827800,32958239,33290832,33735322,34114811,34225295
"Population, male",SP.POP.TOTL.MA.IN,United States,USA,122612437,124431739,126301170,128113227,129825327,131511301,133185088,134938947,136673231,138413305,140130199,141644460,143032123,144333534,145740143,147151596,148636985,150112450,151591760,152974599,154316891,155655724,157078554,158438102,159862524,161294530,162715186,163988313,165079086,166044067,166758110,166983512,167883882,169210932,170826981,171737770
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Argentina,ARG,49.2275849777419,49.2339640449765,49.2390808477842,49.2431172970255,49.2522540054612,49.2633651192671,49.2709114250599,49.2764979835201,49.280589978352,49.2861060736984,49.292755110552,49.2967861166986,49.2986771874533,49.3016108928203,49.3093541656818,49.3206965689951,49.3356286171087,49.355004051677,49.3758260532789,49.397640376915,49.4202553367273,49.4400268426134,49.4628824695538,49.4931175411771,49.5204196385688,49.5381375334625,49.5506820292903,49.568076818536,49.5864841832971,49.6019452892512,49.6094482638551,49.6071142390735,49.610589821543,49.6218224619222,49.6337405513667,49.6456595044973
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Brazil,BRA,49.8397657666282,49.8284440425926,49.8145585121662,49.7987079629756,49.7819985640788,49.7652299572647,49.7486850828363,49.7322962565733,49.7159703949503,49.6992316131765,49.6814619149123,49.6625876663053,49.6428262971205,49.6225266583203,49.6021267655447,49.5819481646955,49.5620188048841,49.5419618833544,49.5214994932349,49.5008896035219,49.4803330044259,49.4596106012055,49.4388430425729,49.4185467601171,49.3987576597835,49.3800375874053,49.3606283542224,49.3405074382578,49.3211750555455,49.30250208552,49.2878642304728,49.2657218605477,49.23717376857,49.2150716217334,49.1961415230847,49.1782459767794
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Canada,CAN,49.558285481227,49.5562052107674,49.5326992294051,49.5048964752322,49.4891016108789,49.4744515894087,49.4709194229018,49.4784389506947,49.4785471096261,49.4793616422253,49.495498854502,49.5177386916513,49.5318525634761,49.536798695283,49.5409361628974,49.5481019783711,49.551998736476,49.5489069000641,49.5456153733353,49.5448964816503,49.5454631719677,49.5537100902714,49.57239907915,49.5916223281538,49.600708733614,49.6010926351238,49.6038411211909,49.6178640491623,49.6445274642006,49.6685183403566,49.6816964918776,49.6836458551993,49.669577958057,49.6590838305118,49.6571548342665,49.6532834154756
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,China,CHN,50.9478930520566,50.966053281998,50.9812268110143,50.9955124976867,51.0087748360903,51.0210177517496,51.0323449009345,51.0433765686356,51.0542129581915,51.0654795458022,51.0777817329579,51.0895950516687,51.1001915335703,51.1100768380137,51.1194949676362,51.1280072445766,51.1355887991833,51.143877670084,51.152200318907,51.1589857523126,51.1647868659273,51.1683856821848,51.169956181113,51.1700055787927,51.1675657606977,51.1621091162848,51.1535504888395,51.1389212775297,51.1205880648438,51.1038802798097,51.0797629696404,51.0498023542242,51.017494273383,50.979261215049,50.9415122711914,50.9067005795253
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Chile,CHL,49.7826849927395,49.782766554064,49.7811312666471,49.7788300271531,49.7758212761772,49.772126870485,49.7695575111926,49.7674993909231,49.7641791776847,49.7595681999578,49.7540996030931,49.7480210213718,49.7405177537414,49.7345824593468,49.7313113145776,49.7278818025421,49.7249563046533,49.7232835760018,49.722670372036,49.723522948336,49.7245112523589,49.7264839599498,49.7299921148999,49.7336604208954,49.7367331693368,49.7376524611964,49.7376639829343,49.7390007698207,49.7408272504537,49.7410398711974,49.731170250375,49.7132039365689,49.7005759258779,49.6985375939857,49.7018078427619,49.7040647845477
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Colombia,COL,49.9309434246562,49.8990418652905,49.8643743358377,49.8304660149253,49.8004464320028,49.7739679821583,49.7495690395654,49.7262584806775,49.7038738055891,49.6815032210621,49.6575793655727,49.6331019792536,49.6101915749858,49.5910942526459,49.5759002123357,49.5626050820699,49.5495019416584,49.5355654839484,49.5215123428062,49.5087114656504,49.4970254918567,49.4851723658094,49.4729536789799,49.4609578414263,49.4496271042623,49.4392009016831,49.4307268897239,49.4255894289341,49.4225271112591,49.4190338479905,49.4037171401824,49.3732595345167,49.3519669045991,49.3463064421823,49.3421546117664,49.3367500451796
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,France,FRA,48.5983652147584,48.5891838297068,48.5775938682513,48.5598628832825,48.5395768235124,48.5182215906141,48.501364544775,48.4875443624628,48.5156514803624,48.5374696803517,48.5120104380834,48.4892586906627,48.4689016225123,48.4519088434416,48.4321289039034,48.4083148482858,48.4051851996777,48.4142394562827,48.4149522325434,48.4166605883141,48.4234822003476,48.4223491101116,48.4229719144383,48.4284227179046,48.4183211180314,48.3947499995263,48.398438541877,48.4118356845068,48.4146195649536,48.4293914544466,48.4388283505735,48.4484928079225,48.4584151441406,48.4690810512727,48.4784209586835,48.4804902206357
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Germany,DEU,48.2740437501354,48.3704857774278,48.4954425963445,48.587162097917,48.6109755913084,48.6365453550352,48.6665384602761,48.612165282241,48.6149425146502,48.6810466531944,48.6704071587533,48.6705744353581,48.6796824796977,48.6658519625999,48.6557167945329,48.6211199398197,48.6768054998721,48.7769952873202,48.7880383638786,48.7515185281,48.7236933141616,48.7673841140073,48.8736472301841,48.9860371800989,49.06211383001,49.2239918318226,49.349612336756,49.3628375825488,49.3755951438065,49.3799879764267,49.3744737826815,49.3677342299699,49.3678756688655,49.3751808952691,49.3813487450912,49.3817525512972
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,India,IND,51.6804549495469,51.6759508357924,51.6741365123815,51.6748066970277,51.6790146469801,51.6863647187704,51.6950579921805,51.704133785442,51.7132864709567,51.72171208845,51.729055244718,51.7344669017068,51.7376880827975,51.73965013486,51.7403043734357,51.7397111742281,51.7373100644688,51.7334319876535,51.7290957960153,51.7237372778906,51.7175408641603,51.710853279144,51.7032807775501,51.6948156243177,51.6861921133551,51.6781684035457,51.6700798587265,51.6614770750338,51.6528190585589,51.6440179744616,51.6302817271742,51.6137810866277,51.6009175245562,51.5888289456611,51.5752269426235,51.5604361268089
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Japan,JPN,49.3510976244655,49.3406305132131,49.3238700467417,49.3072850921658,49.2914584235613,49.2758461038445,49.2602264212075,49.243713242707,49.2247002372935,49.2041470403315,49.1837817535832,49.1615874908459,49.1366282537127,49.1098736081156,49.0821125098378,49.0519623791206,49.0227907087502,48.9970955989351,48.9707933277251,48.9441797946478,48.9183320867523,48.9019210152551,48.893629739506,48.8851422233906,48.8769078828078,48.873708757619,48.8728774360726,48.868795099567,48.8651315578234,48.8623819541783,48.8535151106956,48.8378706383871,48.8221211774199,48.8055912286332,48.7838993790868,48.7582613323219
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,"Korea, Rep.",KOR,50.8100701912395,50.852143867465,50.8780662132902,50.9136039064935,50.9560048073557,50.9975109121044,51.0223209688269,51.0317384461909,51.0430074687962,51.0595020260371,51.0771637085658,51.0618604903873,51.0171320097048,50.9762321174102,50.9378268806247,50.8975720875964,50.8610570518998,50.8330669952695,50.8080466217442,50.7862905410268,50.7602851726573,50.6761508856399,50.5425126583733,50.4116271311043,50.2831859440189,50.1662995181696,50.0959816260486,50.0629478487576,50.0305358772449,49.9977524659274,49.9502308985873,49.9074860519316,49.9022816815067,49.9178521045701,49.9136502686997,49.8863811193789
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Mexico,MEX,49.1526321323976,49.1144226761842,49.0793192523756,49.0440603452626,49.0093531529885,48.9765948870366,48.9459237221644,48.9166672791171,48.8884820657433,48.8606219883733,48.8309986848033,48.8159778541064,48.8169874167867,48.8182302025017,48.8199638349401,48.8224191577506,48.8263818304018,48.8339209718173,48.8437868790601,48.8525645523706,48.8569723824377,48.8574826742512,48.8505344988685,48.837681282447,48.8180463040967,48.7857326448731,48.7464056634139,48.7093170467498,48.6788396309395,48.6506347312916,48.6087818241232,48.55518389503,48.518939946071,48.5018100850503,48.4938802282027,48.4913378033133
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Denmark,DNK,49.2811841996489,49.2884934943237,49.3018770472101,49.3208236920749,49.3345516269194,49.3525383310149,49.3731886749684,49.3896823767487,49.4039510114696,49.4148043616739,49.4270606844109,49.4372090315271,49.4476799395233,49.4611845277195,49.4710059841639,49.4803171109067,49.4965259258987,49.5229151420086,49.5543036712723,49.566300102079,49.567130545064,49.5736825751335,49.5864119585466,49.6078237226223,49.6426871710768,49.6951722126129,49.7378845469983,49.7525137168596,49.755550047775,49.7533285935551,49.7440122917999,49.7514502859594,49.7355708308995,49.705420319912,49.7053993090322,49.7097962567974
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Russian Federation,RUS,46.8436934360249,46.8716085710206,46.8875840666943,46.898277349245,46.9100929431282,46.8982959180715,46.865716243167,46.8442255693296,46.8279062172371,46.800742429601,46.7545297270102,46.6876177359004,46.6151227049565,46.5441005449941,46.4651900597642,46.3829636677118,46.315366150594,46.2778167771775,46.2582917633326,46.250602943792,46.2559839299087,46.2728010937344,46.2973990316293,46.3243499940392,46.3459870802569,46.3631218063615,46.3851243046668,46.4098403303844,46.4292512993141,46.43606037698,46.44031031275,46.4542638097459,46.4559190276674,46.4348524211973,46.4057179283339,46.3742694286139
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Spain,ESP,49.0596234154399,49.0487863057369,49.053216048718,49.0601935290363,49.0658794596043,49.0690798716432,49.0704475165414,49.0728710340283,49.0785202346943,49.0842922366351,49.0901229955552,49.0940427365354,49.1407880465864,49.2208211516796,49.3040649304555,49.3898730459126,49.4460442593617,49.5049587175044,49.5517751531122,49.5380933449812,49.4939355009061,49.4448332667809,49.3820004890859,49.3111153923864,49.2573360364047,49.2234439242865,49.1889599270713,49.1527364965816,49.1286644306146,49.1188701164399,49.1138705552429,49.1099201869261,49.1039807889805,49.0996623363287,49.0955150629005,49.0854011607193
